Zone,Quest,AP,Type,Sample,Bronze Material,,,,,,,,,,,,,,,Silver Material,,,,,,,,,,,,,,,,,,,,,,,,Gold Material,,,,,,,,,,,,,,,,,,,Gem,,,,,,,,Magic Gem,,,,,,,,Secret Gem,,,,,,,,Piece,,,,,,,,Monument,,,,,,,,Blaze,,,,,,,,Hellfire,,,,,,,Bond/ AP,EXP/AP,QP/AP,Portrait,,Lunchtime,,,Portrait + Lunchtime,,,Teatime,,,Portrait + Teatime,,,Lunch + Teatime,,,3 Different CEs,,,,Highest Bond/AP,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,non-MLB,1,2,1 Portrait                1 Lunch,2 Portrait                 1 Lunch,1 Portrait                 2 Lunch,Support,Self,2 Tea,1 Portrait                1 Tea,2 Portrait                1 Tea,1 Portrait                2 Tea,1 Lunch                Supp-Tea,2 Lunch                Self-Tea,1 Lunch                2 Tea,1 Portrait                Lunch-Tea,2 Portrait                Lunch-Tea,1 Portrait                2 Lun-Tea,1 Portrait                Lun-2 Tea,Max,Pattern
SIN,Ba Men Cave,21,Free,32849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.3,,,,,,,,,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Yugakshetra,Initiate Point,20,Free,11089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,86.0,,,,,,,,,,,,,,,,,,,,,68.6,,,,116.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.1,,,,,,,,,,,,,36.75,944.4,494.0,39.25,41.75,37.45,40.40,44.10,42.90,45.40,46.60,42.25,38.55,44.10,44.75,43.55,46.60,45.90,45.90,47.75,48.40,47.24,48.40,50.25,50.25,
Yugakshetra,Bichu,20,Free,1436,,,,64.8,,,,,,,,,,,,,,,,117.7,,,,,,,,,,,,84.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.2,,,,,,186.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,,,174.8,,,,,,,,,,,36.75,944.4,494.0,39.25,41.75,37.45,40.40,44.10,42.90,45.40,46.60,42.25,38.55,44.10,44.75,43.55,46.60,45.90,45.90,47.75,48.40,47.24,48.40,50.25,50.25,
Yugakshetra,Secluded Cave,21,Free,29608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.8,,,,,,,,,,,,,,92.8,,,,,,,,,,,,,,,,,,,73.8,,,,,,,121.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.9,,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Yugakshetra,Northern Sacred Mountain,21,Free,8636,,,,66.9,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.8,,,,,,,,,,,76.2,,,,,,,,,,,,472.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.6,,,,433.2,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Yugakshetra,Western Fault Line,21,Free,5841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,97.4,,,,,,,,,,,,,,,,,,,,,,,,,76.4,,,,,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.1,,,,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Yugakshetra,Dival,21,Free,98765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.4,,,,,,,,,,,,,,,,,,,,,,161.2,,,,,,,,,,,61.4,,,,,,,,,,,,457.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.6,,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Yugakshetra,God's Skyboulder Ruins,21,Free,15814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.8,,,,,,,,366.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.2,,,,,,,,,37.86,"1,012.2",495.2,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Yugakshetra,Southern Town,21,Free,1065,,,,70.4,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7,,,,,,,,360.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,,295.9,,,,,,,,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Yugakshetra,Land of Eternity,21,Free,17096,,,,67.8,,,,,,,,,,,,,,,,122.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.0,,,,,,,,,,,,,,,,,125.4,,,,,,446.5,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,437.0,,,,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Yugakshetra,Eastern Flower Garden,21,Free,28983,,,,,,,,,,,,,,,,,,,,91.1,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5,,,,,,,,,,,,,,,,,,,,,,,,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.7,,,,,,,,,,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Atlantis,Sailing Point,21,Free,2392,,,,,,,,,,,,,,,,,,,,,,,,,,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.1,,,,51.9,,,,,,,,,,,,,,,,,,,492.5,,,,,,,,,,,,,,,,,,,,,236.9,,,,,,,,,,,411.5,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Atlantis,Hestia Island,21,Free,1223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.2,,,,,,,,,,,,,,,,,,166.8,,,,,,,,,,,,,,,,,,,,,98.4,94.8,,,458.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.4,,,,671.3,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Atlantis,Hecate Island,21,Free,4705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.8,,,,,,,97.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.3,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Atlantis,Deimos Island,21,Free,23164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,,,,,,,,,,,,,,,152.1,,,,,,,,,,,,,,,,,,,52.6,,,,,,,,,,,,292.7,,,,,,,,,,,,,,,,,,,,60.2,,,,,,,,,,,,210.2,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Atlantis,Astraea Island,21,Free,3141,,,,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.7,,,,,,,,,,202.3,,,,,,,,,,,,,,,,,,,,,,,,61.0,,,,,,,,567.2,,,,,,,,,,,,,,,,,,,,,,,,70.6,,,,,,,,313.8,,,,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Atlantis,Thetis Island,21,Free,1113,,,,,,,,,,,,,,,,,,,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.9,,,,,,,,,,,,,,,,,121.7,,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.2,,54.5,,,,,,,,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Atlantis,Eris Island,21,Free,1278,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.4,,,,,,,,,,,,,,,,,,,139.1,,,,,,,,,,,,,,,,,225.5,,,,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4,346.1,,,,418.5,,,,,,,,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Atlantis,Nemesis Island,21,Free,4906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,148.7,,,,,,,,,,,,,,,,,,53.0,,,,,470.7,,,,,,,,,,,,,,,,,,,,,,,,,,,197.5,,,,,384.5,,,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Atlantis,Thanatos Island,21,Free,2064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.4,,,,,129.0,137.2,,,,,,,,,,,,,,,,,,,,,,,,,,127.6,,,,,145.6,350.8,,,,,,,,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Olympus,Gliding Point,21,Free,1839,,,,,,,,,,,,,,,,,,,71.4,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.7,,248.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,489.0,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Olympus,West Interstellar City,21,Free,33669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.9,,,,93.6,,,,,,,,,,,,,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.5,,,,,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Olympus,South Interstellar City,21,Free,20622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.9,,,,,,,,,,,,,,,,,,,,,,96.4,,,,,,,,,,,,,118.2,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.3,,,62.5,,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Olympus,Eas Interstellar City,21,Free,14665,,,,,,,,,,,,,,,,,,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.2,,,,,,,,,72.3,,,,122.2,,,,,,,,,,,,307.5,,,,,,,,,,,,,,,,,,,,200.5,,,,199.5,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Olympus,Grand Workshop,21,Free,1579,,,,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,,,,,,,,,,,,,,,,,193.9,,,,,,,,,,,,,,,,,,,,,63.3,,,,360.4,,,,,,,,,,,,,,,,,,,,,,,106.3,,,,,73.4,,,,549.1,,,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Olympus,God Destroyer Alliance Base,21,Free,38593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.1,,,,,,,,,,,,,,,,,,98.1,,,,,,,,,,,,,,,,,234.9,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.8,,,61.7,,,,,,,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Olympus,Altartown,21,Free,3353,,,,,,,,,,,,,,,,,,,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.2,,,,,,,,,,,,,117.0,,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.2,,59.7,,,,,,,,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Olympus,Hanging Gardens,21,Free,5596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.2,,,,,,,,,,,,,,,,,,,,,160.5,,,,,,,,,,,,,,,,,53.0,,,,,,442.8,,,,,,,,,,,,,,,,,,,,,,,,,,58.9,,,,,,403.6,,,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Olympus,Machina Corridor,21,Free,1166,,,,,,,,,,,,,,,,,,,82.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.2,,,,,,,,,,,,,,,,34.1,,,,,,,480.1,,,,,,,,,,,,,,,,,,,,,,,,,62.3,,,,,,,394.9,,,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Olympus,Great Altar,21,Free,2347,,,,66.8,,,,,,,,,,,,,,,94.1,,,,,,,,,,,,,,,90.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.9,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.6,205.7,64.8,,,,,,,,,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Olympus,Underground Structure,21,Free,40141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.3,,,,,,,,,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Ancient Kyoto,Shichijou Shi-bou,21,Free,15446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.9,,,,,,,,,,,,,,,,,,160.5,,,,,,,,,,,,,,,,61.4,,,,,,,,,,,448.6,,,,,,,,,,,,,,,,,,,,,134.1,,,,,,,,,,,395.3,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Ancient Kyoto,Shichijou Ni-bou,21,Free,1685,,,,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.9,,,,,,,,,,,133.0,,,,,,,,,,,,,,,,,,,,,,,69.8,,,221.9,,,,,,,,,,,,,,,,,,,,,,,,,,,99.7,,105.8,,,348.2,,,,,,,,,,36.43,983.4,489.0,38.81,41.19,37.14,40.05,43.71,42.43,44.81,46.10,41.86,38.24,43.71,44.24,43.00,46.10,45.52,45.52,47.33,47.90,46.63,47.90,49.71,49.71,
Ancient Kyoto,Rokujou Street,21,Free,1616,,,,,,,,,,,,,,,,,,,,,,,,,,,72.4,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.1,,84.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.6,,102.9,,,,,,,,,,,,,36.43,983.4,489.0,38.81,41.19,37.14,40.05,43.71,42.43,44.81,46.10,41.86,38.24,43.71,44.24,43.00,46.10,45.52,45.52,47.33,47.90,46.63,47.90,49.71,49.71,
Ancient Kyoto,Noble Residence,21,Free,2431,,,,,,,,,,,,,,,,,,,,,,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.5,,,,,,,,,,,,,,,,,,44.8,,,,,,,,,446.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.5,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Ancient Kyoto,Suzakumon,21,Free,7583,,,,,,,,,,,,,,,,,,,,,,,,,,,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.5,,,,,,,,,,53.5,,,,,,,,,,,,,,435.1,,,,,,,,,,,,,,,,,,59.4,,,,,,,,,,,,,,437.0,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Ancient Kyoto,Heian Imperial Palace,21,Free,4228,,,,,,,,,,,,,,,,,,,,,,,,,,,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,162.6,,,,,,,,,,,,,,45.1,,,,,,,,,,,,,439.5,,,,,,,,,,,,,,,,,,,52.8,,,,,,,,,,,,,324.9,,37.38,"1,041.3",501.4,39.76,42.14,38.10,41.10,44.86,43.48,45.86,47.24,42.95,39.24,44.86,45.33,44.00,47.24,46.71,46.71,48.57,49.10,47.73,49.10,50.95,50.95,
Ancient Kyoto,Suzaku Avenue,21,Free,2451,,,,,,,,,,,,,,,,,73.7,,,,,,,,,,,,,,,,,,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.7,,,,,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Ancient Kyoto,Inari Shrine,21,Free,13666,,,,,,,,,,,,,,,,,,,,,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.9,,,,,79.3,,,,,,,,93.1,,,,,,,,,,457.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.7,,,,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Ancient Kyoto,Omiya Road,21,Free,2004,,64.3,,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.7,,,,,,,,126.4,,,,,,,,,,,,,,,,380.9,,,,,,,,,,,,,,,,,,,,,,,,101.2,,,,,,,,343.9,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Ancient Kyoto,Raikou's Mansion,21,Free,7411,,,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.3,,,,,,,,,,,46.4,,,,,,,,,,,,,,,,479.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.3,,38.33,"1,100.8",513.8,40.71,43.10,39.10,42.14,46.00,44.52,46.90,48.38,44.05,40.24,46.00,46.43,45.00,48.38,47.90,47.90,49.81,50.29,48.82,50.29,52.19,52.19,
Ancient Kyoto,Gojou Bridge,21,Free,18790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.9,,,,,,,,,,,,,38.33,"1,100.8",513.8,40.71,43.10,39.10,42.14,46.00,44.52,46.90,48.38,44.05,40.24,46.00,46.43,45.00,48.38,47.90,47.90,49.81,50.29,48.82,50.29,52.19,52.19,
Ancient Kyoto,Mt. Ooe,21,Free,4449,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.4,,,,,,,,60.0,,,,,,,,,,,,,,,,472.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.7,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Ancient Kyoto,Sanjou San-bou,21,Free,15484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.1,,,,,,,,,,,,,,,,,,,,,,157.6,,,,,,,,,,,,59.8,,,,,,,,,,,,455.4,,,,,,,,,,,,,,,,,,,,89.1,,,,,,,,,,,,212.0,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Avalon le Fae,Misty Coast,21,Free,40924,,,,,,,,,,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.4,451.9,453.8,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811.0,848.1,768.3,65.6,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Avalon le Fae,Cornwall's Village,21,Free,2821,,,,,,,,,,,,,,,,71.4,,,,,,,,,,,,,,,,,,,,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,74.9,,,,,89.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,,,,,,,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Avalon le Fae,Salisbury,21,Free,38619,,,,,,,,,,,,,,,,,,,,,,,,,72.4,,,,,,,,,,,,,,,,,,,,,,95.8,,,,,,,,,,,,,,,,,,,,123.6,91.6,,,117.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.6,105.2,,,199.8,,,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Avalon le Fae,Gloucester,21,Free,8801,,,,67.6,,,,,,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.1,,,,,,,,,,,,,,,,,,,,,,,121.4,,,,,,,,,,,,,434.6,,,,,,,,,,,,,,,,,,,,,,105.6,,,,,472.1,,,,,448.2,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Avalon le Fae,River of Tears,21,Free,8967,,,,,,,,,,46.0,,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.1,,,,,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,143.0,,,,,,69.9,,,,,,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Avalon le Fae,Norwich,21,Free,34905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.5,,,,,,,158.2,,,,,,,,,,,,,,,,,,,,,,,,52.5,,,,,,,,467.6,,,,,,,,,,,,,,,,,,,,,,,,60.5,,,,,,,,401.5,,,,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Avalon le Fae,Camelot,21,Free,4198,,,,67.1,,,,,,,,,,,,,,,,,,,,,88.9,,,,,,,,,,,93.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.2,,118.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.8,,202.9,,107.0,,,,,,,,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
