Zone,Quest,AP,Type,Sample,Bronze Material,,,,,,,,,,,,,,,Silver Material,,,,,,,,,,,,,,,,,,,,,,,,,Gold Material,,,,,,,,,,,,,,,,,,,,Gem,,,,,,,,Magic Gem,,,,,,,,Secret Gem,,,,,,,,Piece,,,,,,,,Monument,,,,,,,,Blaze,,,,,,,,Hellfire,,,,,,,Bond/ AP,EXP/AP,QP/AP,Portrait,,Lunchtime,,,Portrait + Lunchtime,,,Teatime,,,Portrait + Teatime,,,Lunch + Teatime,,,3 Different CEs,,,,Highest Bond/AP,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,non-MLB,1,2,1 Portrait                1 Lunch,2 Portrait                 1 Lunch,1 Portrait                 2 Lunch,Support,Self,2 Tea,1 Portrait                1 Tea,2 Portrait                1 Tea,1 Portrait                2 Tea,1 Lunch                Supp-Tea,2 Lunch                Self-Tea,1 Lunch                2 Tea,1 Portrait                Lunch-Tea,2 Portrait                Lunch-Tea,1 Portrait                2 Lun-Tea,1 Portrait                Lun-2 Tea,Max,Pattern
SIN,Xianyang,21,Free,7377,,,,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,91.9,,,,,,,,,,,,,,,,,,,,,,123.0,,,,,,,,,,,,,,,,,127.2,,,,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.7,114.4,,,83.4,,,,,,,,,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
SIN,Ba Men Cave,21,Free,40567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.3,,,,,,,,,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Yugakshetra,Initiate Point,20,Free,12359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.8,,,,,,,,,,,,,86.1,,,,,,,,,,,,,,,,,,,,,,68.5,,,,116.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.8,,,,,,,,,,,,,36.75,944.4,494.0,39.25,41.75,37.45,40.40,44.10,42.90,45.40,46.60,42.25,38.55,44.10,44.75,43.55,46.60,45.90,45.90,47.75,48.40,47.24,48.40,50.25,50.25,
Yugakshetra,Bichu,20,Free,1436,,,,64.8,,,,,,,,,,,,,,,,117.7,,,,,,,,,,,,84.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.2,,,,,,186.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,,,174.8,,,,,,,,,,,36.75,944.4,494.0,39.25,41.75,37.45,40.40,44.10,42.90,45.40,46.60,42.25,38.55,44.10,44.75,43.55,46.60,45.90,45.90,47.75,48.40,47.24,48.40,50.25,50.25,
Yugakshetra,Secluded Cave,21,Free,31904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.7,,,,,,,,,,,,,,,92.7,,,,,,,,,,,,,,,,,,,,73.7,,,,,,,121.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.6,,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Yugakshetra,Northern Sacred Mountain,21,Free,8836,,,,67.3,61.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.7,,,,,,,,,,,,76.5,,,,,,,,,,,,475.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.9,,,,427.5,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Yugakshetra,Western Fault Line,21,Free,6047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.2,,,,,,,,,97.7,,,,,,,,,,,,,,,,,,,,,,,,,,76.2,,,,,83.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.1,,,,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Yugakshetra,Dival,21,Free,104523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.3,,,,,,,,,,,,,,,,,,,,,,,161.2,,,,,,,,,,,,61.4,,,,,,,,,,,,459.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.6,,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Yugakshetra,God's Skyboulder Ruins,21,Free,16041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.8,,,,,,,,366.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.2,,,,,,,,,37.86,"1,012.2",495.2,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Yugakshetra,Southern Town,21,Free,1065,,,,70.4,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7,,,,,,,,360.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,,295.9,,,,,,,,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Yugakshetra,Land of Eternity,21,Free,19448,,,,67.4,,,,,,,,,,,,,,,,122.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.8,,,,,,,,,,,,,,,,,,126.1,,,,,,449.3,,,,,,,,,,,,,,,,,,,,,,,,,,60.4,,,,,,436.2,,,,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Yugakshetra,Eastern Flower Garden,21,Free,39398,,,,,,,,,,,,,,,,,,,,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.4,,,,,,,,,,,,,,,,,,,,,,,,,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.3,,,,,,,,,,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Atlantis,Sailing Point,21,Free,3137,,,,,,,,,,,,,,,,,,,,,,,,,,71.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.1,,,,,52.0,,,,,,,,,,,,,,,,,,,473.9,,,,,,,,,,,,,,,,,,,,,228.6,,,,,,,,,,,412.8,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Atlantis,Hestia Island,21,Free,1223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.2,,,,,,,,,,,,,,,,,,,166.8,,,,,,,,,,,,,,,,,,,,,,98.4,94.8,,,458.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.4,,,,671.3,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Atlantis,Hecate Island,21,Free,5651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.7,,,,,,,,98.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.0,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Atlantis,Deimos Island,21,Free,24656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.4,,,,,,,,,,,,,,,,153.2,,,,,,,,,,,,,,,,,,,,52.6,,,,,,,,,,,,292.9,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,211.2,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Atlantis,Astraea Island,21,Free,5519,,,,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.8,,,,,,,,,,,203.3,,,,,,,,,,,,,,,,,,,,,,,,,60.7,,,,,,,,558.6,,,,,,,,,,,,,,,,,,,,,,,,70.1,,,,,,,,325.6,,,,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Atlantis,Thetis Island,21,Free,3130,,,,,,,,,,,,,,,,,,,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9,,,,,,,,,,,,,,,,,,120.8,,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.1,,64.5,,,,,,,,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Atlantis,Eris Island,21,Free,1278,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.4,,,,,,,,,,,,,,,,,,,,139.1,,,,,,,,,,,,,,,,,,225.5,,,,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4,346.1,,,,418.5,,,,,,,,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Atlantis,Nemesis Island,21,Free,7385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.2,,,,,,,,,,,,,,,,,,,,,,,150.3,,,,,,,,,,,,,,,,,,,52.4,,,,,474.4,,,,,,,,,,,,,,,,,,,,,,,,,,,197.9,,,,,388.8,,,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Atlantis,Thanatos Island,21,Free,2564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.8,,,,,126.4,133.3,,,,,,,,,,,,,,,,,,,,,,,,,,124.4,,,,,140.3,350.7,,,,,,,,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Olympus,Gliding Point,21,Free,2239,,,,,,,,,,,,,,,,,,,72.3,,,,,,,,,,,,,,,,,,,,,,99.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.8,,252.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,489.0,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Olympus,West Interstellar City,21,Free,41963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.2,,,,93.4,,,,,,,,,,,,,,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.2,,,,,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Olympus,South Interstellar City,21,Free,41413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.8,,,,,,,,,,,,,,,,,,,,,,,96.1,,,,,,,,,,,,,,116.7,,,52.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,,,61.5,,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Olympus,Eas Interstellar City,21,Free,26539,,,,,,,,,,,,,,,,,,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.7,,,,,,,,,,72.8,,,,112.2,,,,,,,,,,,,303.3,,,,,,,,,,,,,,,,,,,,207.0,,,,201.6,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Olympus,Grand Workshop,21,Free,1929,,,,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,,,,,,,,,,,,,,,,,,203.6,,,,,,,,,,,,,,,,,,,,,,62.2,,,,361.7,,,,,,,,,,,,,,,,,,,,,,,106.3,,,,,73.4,,,,549.1,,,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Olympus,God Destroyer Alliance Base,21,Free,46646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,98.4,,,,,,,,,,,,,,,,,,235.1,,,52.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.7,,,61.3,,,,,,,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Olympus,Altartown,21,Free,4103,,,,,,,,,,,,,,,,,,,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.8,,,,,,,,,,,,,,119.0,,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.1,,59.6,,,,,,,,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Olympus,Hanging Gardens,21,Free,8336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.6,,,,,,,,,,,,,,,,,,,,,,163.1,,,,,,,,,,,,,,,,,,53.3,,,,,,459.0,,,,,,,,,,,,,,,,,,,,,,,,,,59.7,,,,,,405.8,,,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Olympus,Machina Corridor,21,Free,2197,,,,,,,,,,,,,,,,,,,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.3,,,,,,,,,,,,,,,,,33.7,,,,,,,480.6,,,,,,,,,,,,,,,,,,,,,,,,,62.4,,,,,,,408.5,,,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Olympus,Great Altar,21,Free,4192,,,,67.9,,,,,,,,,,,,,,,94.2,,,,,,,,,,,,,,,91.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.6,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.2,195.0,67.0,,,,,,,,,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Olympus,Underground Structure,21,Free,53431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.1,,,,,,,,,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Ancient Kyoto,Shichijou Shi-bou,21,Free,16201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.9,,,,,,,,,,,,,,,,,,,160.9,,,,,,,,,,,,,,,,,61.5,,,,,,,,,,,445.9,,,,,,,,,,,,,,,,,,,,,135.4,,,,,,,,,,,400.9,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Ancient Kyoto,Shichijou Ni-bou,21,Free,3802,,,,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5,,,,,,,,,,,,133.3,,,,,,,,,,,,,,,,,,,,,,,,71.6,,,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,103.5,,105.4,,,354.5,,,,,,,,,,36.43,983.4,489.0,38.81,41.19,37.14,40.05,43.71,42.43,44.81,46.10,41.86,38.24,43.71,44.24,43.00,46.10,45.52,45.52,47.33,47.90,46.63,47.90,49.71,49.71,
Ancient Kyoto,Rokujou Street,21,Free,2479,,,,,,,,,,,,,,,,,,,,,,,,,,,71.2,,,,,,,,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.7,,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.3,,110.1,,,,,,,,,,,,,36.43,983.4,489.0,38.81,41.19,37.14,40.05,43.71,42.43,44.81,46.10,41.86,38.24,43.71,44.24,43.00,46.10,45.52,45.52,47.33,47.90,46.63,47.90,49.71,49.71,
Ancient Kyoto,Noble Residence,21,Free,2431,,,,,,,,,,,,,,,,,,,,,,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.5,,,,,,,,,,,,,,,,,,,44.8,,,,,,,,,446.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.5,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Ancient Kyoto,Suzakumon,21,Free,8633,,,,,,,,,,,,,,,,,,,,,,,,,,,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.9,,,,,,,,,,,53.0,,,,,,,,,,,,,,437.9,,,,,,,,,,,,,,,,,,59.8,,,,,,,,,,,,,,425.0,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Ancient Kyoto,Heian Imperial Palace,21,Free,4929,,,,,,,,,,,,,,,,,,,,,,,,,,,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,,,,,,,,,,,,,,,45.5,,,,,,,,,,,,,444.2,,,,,,,,,,,,,,,,,,,52.5,,,,,,,,,,,,,341.8,,37.38,"1,041.3",501.4,39.76,42.14,38.10,41.10,44.86,43.48,45.86,47.24,42.95,39.24,44.86,45.33,44.00,47.24,46.71,46.71,48.57,49.10,47.73,49.10,50.95,50.95,
Ancient Kyoto,Suzaku Avenue,21,Free,3290,,,,,,,,,,,,,,,,,75.5,,,,,,,,,,,,,,,,,,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.4,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Ancient Kyoto,Inari Shrine,21,Free,16096,,,,,,,,,,,,,,,,,,,,,71.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.2,,,,,,79.9,,,,,,,,94.2,,,,,,,,,,471.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.8,,,,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Ancient Kyoto,Omiya Road,21,Free,2636,,64.9,,66.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.2,,,,,,,,,124.1,,,,,,,,,,,,,,,,370.1,,,,,,,,,,,,,,,,,,,,,,,,107.6,,,,,,,,365.5,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Ancient Kyoto,Raikou's Mansion,21,Free,7411,,,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.3,,,,,,,,,,,,46.4,,,,,,,,,,,,,,,,479.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.3,,38.33,"1,100.8",513.8,40.71,43.10,39.10,42.14,46.00,44.52,46.90,48.38,44.05,40.24,46.00,46.43,45.00,48.38,47.90,47.90,49.81,50.29,48.82,50.29,52.19,52.19,
Ancient Kyoto,Gojou Bridge,21,Free,39503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.4,,,,,,,,,,,,,38.33,"1,100.8",513.8,40.71,43.10,39.10,42.14,46.00,44.52,46.90,48.38,44.05,40.24,46.00,46.43,45.00,48.38,47.90,47.90,49.81,50.29,48.82,50.29,52.19,52.19,
Ancient Kyoto,Mt. Ooe,21,Free,4663,,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.1,,,,,,,,,60.0,,,,,,,,,,,,,,,,464.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.5,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Ancient Kyoto,Sanjou San-bou,21,Free,21723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.4,,,,,,,,,,,,,,,,,,,,,,,156.6,,,,,,,,,,,,,60.2,,,,,,,,,,,,446.8,,,,,,,,,,,,,,,,,,,,87.8,,,,,,,,,,,,206.5,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Avalon le Fae,Misty Coast,21,Free,51640,,,,,,,,,,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.1,450.6,452.5,54.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816.7,870.2,759.5,65.7,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Avalon le Fae,Cornwall's Village,21,Free,2921,,,,,,,,,,,,,,,,71.9,,,,,,,,,,,,,,,,,,,,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.5,,,,,90.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,,,,,,,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Avalon le Fae,Salisbury,21,Free,40738,,,,,,,,,,,,,,,,,,,,,,,,,72.3,,,,,,,,,,,,,,,,,,,,,,,95.7,,,,,,,,,,,,,,,,,,,,,123.1,91.8,,,117.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,105.4,,,200.0,,,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Avalon le Fae,Gloucester,21,Free,13127,,,,67.2,,,,,,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.5,,,,,,,,,,,,,,,,,,,,,,,,122.7,,,,,,,,,,,,,424.4,,,,,,,,,,,,,,,,,,,,,,104.5,,,,,414.2,,,,,425.8,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Avalon le Fae,River of Tears,21,Free,9781,,,,,,,,,,46.2,,,,,,,,,,,,,,,,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.6,,,,,,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,143.0,,,,,,69.9,,,,,,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Avalon le Fae,Norwich,21,Free,37735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.6,,,,,,,,158.5,,,,,,,,,,,,,,,,,,,,,,,,,52.3,,,,,,,,466.5,,,,,,,,,,,,,,,,,,,,,,,,60.8,,,,,,,,382.0,,,,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
