Zone,Quest,AP,Sample,Bronze Material,,,,,,,,,,,,,Silver Material,,,,,,,,,,,,,,,,,,,,,,Gold Material,,,,,,,,,,,,,,,,,,Quest,Gem,,,,,,,,Magic Gem,,,,,,,,Secret Gem,,,,,,,Quest,Piece,,,,,,,,Monument,,,,,,,,Blaze,,,,,,,,Hellfire,,,,,,,Quest,Bond/ AP,EXP/AP,QP/AP,Portrait,,Lunchtime,,,Portrait + Lunchtime,,,Teatime,,,Portrait + Teatime,,,Lunch + Teatime,,,3 Different CEs,,,,Highest Bond/AP,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,non-MLB,1,2,1 Portrait                1 Lunch,2 Portrait                 1 Lunch,1 Portrait                 2 Lunch,Support,Self,2 Tea,1 Portrait                1 Tea,2 Portrait                1 Tea,1 Portrait                2 Tea,1 Lunch                Supp-Tea,2 Lunch                Self-Tea,1 Lunch                2 Tea,1 Portrait                Lunch-Tea,2 Portrait                Lunch-Tea,1 Portrait                2 Lun-Tea,1 Portrait                Lun-2 Tea,Max,Pattern
Gotterdammerung,Road to the End,21,21959,,,,,,,,,,,,,,,,,,,,,,,,,,,84.8,,,,,,,,,,,,,,,,,,118.4,,,,,,,,,Road to the End,,,,,,,,,,,,,,249.3,52.0,,,,,,,,,Road to the End,,,,,,,,,,,,,,,,,,,,,,480.9,83.6,,,,,,,,,Road to the End,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Gotterdammerung,Flaming Mansion,21,20228,,,,,,,,,,,,,,,,,,,,,,,,,,,80.8,84.5,,,,,,,,,,,,,,,,,,,,,,,,,,Flaming Mansion,,,,,,,,,,,,85.2,,,105.6,,,,,,,,,Flaming Mansion,,,,,,,,,,,,,,,,,,,,83.8,,,111.9,,,,,,,,,Flaming Mansion,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Gotterdammerung,Village 67,21,2585,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.2,,,,,,,,,,,,,,,,,122.5,,,,,,,,,Village 67,,,,,,,,,,,,64.3,,256.8,,,,,,,,,,Village 67,,,,,,,,,,,,,,,,,,,,62.9,,452.5,,,,,,,,,,Village 67,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Gotterdammerung,North Boundary,21,7014,,,,68.3,,,,,,,,,,,,,,,,,,,,,,,83.5,,,,,,,,,,,,,,,,,,,,,,,,,,,North Boundary,,,,,,,,,,,,,,,51.5,,,,,,,,,North Boundary,,,,,,,,,,,,,,,,,,,104.5,,,,72.7,,,,,,,,,North Boundary,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Gotterdammerung,Forgotten Shrine,21,10518,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,,,,,,,,,,,185.0,,,,,,,,,,,,,,,Forgotten Shrine,,,,,,,,,,,,51.9,,,,,536.8,,,,,,,Forgotten Shrine,,,,,,,,,,,,,,,,,,,,53.0,,,,,454.3,,,,,,,Forgotten Shrine,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Zone,Quest,AP,Sample,Bronze Material,,,,,,,,,,,,,Silver Material,,,,,,,,,,,,,,,,,,,,,,Gold Material,,,,,,,,,,,,,,,,,,Quest,Gem,,,,,,,,Magic Gem,,,,,,,,Secret Gem,,,,,,,Quest,Piece,,,,,,,,Monument,,,,,,,,Blaze,,,,,,,,Hellfire,,,,,,,Quest,Bond/ AP,EXP/AP,QP/AP,Portrait,,Lunchtime,,,Portrait + Lunchtime,,,Teatime,,,Portrait + Teatime,,,Lunch + Teatime,,,3 Different CEs,,,,Highest Bond/AP,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,non-MLB,1,2,1 Portrait                1 Lunch,2 Portrait                 1 Lunch,1 Portrait                 2 Lunch,Support,Self,2 Tea,1 Portrait                1 Tea,2 Portrait                1 Tea,1 Portrait                2 Tea,1 Lunch                Supp-Tea,2 Lunch                Self-Tea,1 Lunch                2 Tea,1 Portrait                Lunch-Tea,2 Portrait                Lunch-Tea,1 Portrait                2 Lun-Tea,1 Portrait                Lun-2 Tea,Max,Pattern
SIN,Seeding Point,20,13285,,,,,,50.8,,,,,,,,,,,,,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seeding Point,,,79.4,102.2,,,,,,,,,,,,,,,,,,,,Seeding Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seeding Point,36.75,944.4,494.0,39.25,41.75,37.45,40.40,44.10,42.90,45.40,46.60,42.25,38.55,44.10,44.75,43.55,46.60,45.90,45.90,47.75,48.40,47.24,48.40,50.25,50.25,
SIN,Neighboring Village,20,9428,,,,,,49.3,,,,,,,,,,,,,,,,,,,,,78.3,,,,,,,,,,,,,,,,,,,,,,,,,,,Neighboring Village,,,79.6,,,,,,,,,,,,139.6,,,,,,,,,Neighboring Village,,,,,,,,,,,,,,,,,,,91.6,,,,,,,,,,,,,Neighboring Village,36.75,944.4,494.0,39.25,41.75,37.45,40.40,44.10,42.90,45.40,46.60,42.25,38.55,44.10,44.75,43.55,46.60,45.90,45.90,47.75,48.40,47.24,48.40,50.25,50.25,
SIN,Icy Cave,20,1883,,,,,,,,,,,,,,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.1,,,,,,,Icy Cave,,,,,,53.8,,,,,,,,,,,,,,,,553.8,,Icy Cave,,,,,,,,,,,,,,,,,,,,,,51.1,,,,,,,,346.0,,Icy Cave,36.75,944.4,494.0,39.25,41.75,37.45,40.40,44.10,42.90,45.40,46.60,42.25,38.55,44.10,44.75,43.55,46.60,45.90,45.90,47.75,48.40,47.24,48.40,50.25,50.25,
SIN,Akuta's Camp,21,2619,,,,71.4,,,,,,,,,,,,,,,102.4,,,,,,,,113.6,,,,,,,,,,,,,,,,,,,,,,,,,,,Akuta's Camp,,,,83.0,,,,,,,,,,,137.0,,,,,,,,,Akuta's Camp,,,,,,,,,,,,,,,,,101.9,,,,,,123.5,,,,,,,,,Akuta's Camp,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
SIN,Jingyang Field,21,8789,,,,65.9,,,,,,,,,,,,,,,,,,,,,,,105.7,,,,,,,,,,,,,,,,,,,,,136.6,,,,,,Jingyang Field,,,,,,,,,,215.0,,,,,105.2,,,,,,,,,Jingyang Field,,,,,,,,,,,,,,,,,,206.1,,,,,101.7,,,,,,,,,Jingyang Field,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
SIN,Shanyang Hill,21,5714,,,,71.5,,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.8,,,,,,Shanyang Hill,,,82.5,,,,,,,173.2,,,,,,,,,,,,,,Shanyang Hill,,,,,,,,,,,,,,,,,,215.9,85.3,107.4,,,,,,,,,,,,Shanyang Hill,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
SIN,Prison Camp,21,65453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,,,,,,,,,,,,,,,,,,103.8,,,,,,Prison Camp,,,,,,,,,,140.9,,,,103.8,,,,,,,,,,Prison Camp,,,,,,,,,,,,,,,,,,123.5,,,,102.1,,,,,,,,,,Prison Camp,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
SIN,Shiquan Canyon,21,12324,,,,,,,,,,,,,,,,,,,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,,,,,,Shiquan Canyon,,,,82.0,,,,,,107.7,,,,,,,,,,,,,,Shiquan Canyon,,,,,,,,,,,,,,,,,,115.6,,,,,,,,,,,,,,Shiquan Canyon,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
SIN,Daping Yu,21,10410,,,,,,,,,,,,,,,,,,,72.8,,,,,,,,,,82.8,,,,,,,,,,,,,,,,,,,,,,,,,Daping Yu,,,,82.2,,,,,,,,,,103.5,,,,,,,,,,Daping Yu,,,,,,,,,,,,,,,,,,,,,,107.0,,,,,,,,,,Daping Yu,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
SIN,Xianyang,21,11883,,,,70.1,,,,,,,,,,,,,,,,,,,,,,,,,104.8,,,,,,,,,,,,,,,,,,,131.4,,,,,,Xianyang,,,,,,,,,,139.7,,,,87.5,,,,,,,,,,Xianyang,,,,,,,,,,,,,,,,,,141.2,117.8,,,85.4,,,,,,,,,,Xianyang,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
SIN,Ba Men Cave,21,30846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5,,,,,,,,,,,,,,,,,,,,,,,,,Ba Men Cave,,,,,,,,,,,,,,46.5,,,,,,,,,,Ba Men Cave,,,,,,,,,,,,,,,,,,,,,,45.9,,,,,,,,,,Ba Men Cave,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Yugakshetra,Initiate Point,20,10650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.4,,,,,,,,,,97.4,,,,,,,,,,,,,,Initiate Point,,,,,,,80.4,,,,127.3,,,,,,,,,,,,,Initiate Point,,,,,,,,,,,,,,,,,,,133.7,,,,,,,,,,,,,Initiate Point,36.75,944.4,494.0,39.25,41.75,37.45,40.40,44.10,42.90,45.40,46.60,42.25,38.55,44.10,44.75,43.55,46.60,45.90,45.90,47.75,48.40,47.24,48.40,50.25,50.25,
Yugakshetra,Bichu,20,7989,,,,65.6,,,,,,,,,,,,,,132.2,,,,,,,,,,,,101.2,,,,,,,,,,,,,,,,,,,,,,,,Bichu,,,,,,,66.0,,,,,,194.2,,,,,,,,,,,Bichu,,,,,,,,,,,,,,,,,,100.5,,,180.3,,,,,,,,,,,Bichu,36.75,944.4,494.0,39.25,41.75,37.45,40.40,44.10,42.90,45.40,46.60,42.25,38.55,44.10,44.75,43.55,46.60,45.90,45.90,47.75,48.40,47.24,48.40,50.25,50.25,
Yugakshetra,Secluded Cave,21,12784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7,,,,,,,,,,,,107.1,,,,,,,,,,,,Secluded Cave,,,,,,,85.2,,,,,,,138.3,,,,,,,,,,Secluded Cave,,,,,,,,,,,,,,,,,,,,,,142.7,,,,,,,,,,Secluded Cave,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Yugakshetra,Northern Sacred Mountain,21,12972,,,,69.8,71.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.0,,,,Northern Sacred Mountain,,,,,,,83.7,,,,,,,,,,,,501.6,,,,,Northern Sacred Mountain,,,,,,,,,,,,,,,,,,,,,,,70.8,,,,433.4,,,,,Northern Sacred Mountain,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Yugakshetra,Western Fault Line,21,29775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.6,,,,,,106.7,,,,,,,,,,,,,,,,,,Western Fault Line,,,,,,,83.2,,,,,87.6,,,,,,,,,,,,Western Fault Line,,,,,,,,,,,,,,,,,,,,176.1,,,,,,,,,,,,Western Fault Line,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Yugakshetra,Dival,21,98108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.8,,,,,,,,,,,,,,,,,,,,170.5,,,,Dival,,,,,,,69.6,,,,,,,,,,,,510.9,,,,,Dival,,,,,,,,,,,,,,,,,,,,,,,,,,,411.1,,,,,Dival,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Yugakshetra,God's Skyboulder Ruins,21,25642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7,,,,,,,,,,,,,,,,,,,,,,,,God's Skyboulder Ruins,,,,,,,52.6,,,,,,,,406.3,,,,,,,,,God's Skyboulder Ruins,,,,,,,,,,,,,,,,,,,,,,,402.3,,,,,,,,,God's Skyboulder Ruins,37.86,"1,012.2",495.2,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Yugakshetra,Southern Town,21,12925,,,,71.9,81.3,,,,,,,,,,,,,,,,,,,,,,,,,111.8,,,,,,,,,,,,,,,,,,,,,,,,Southern Town,,,,,,,65.3,,,,,,,,218.7,,,,,,,,,Southern Town,,,,,,,,,,,,,,,,,,,,,89.6,,304.5,,,,,,,,,Southern Town,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Yugakshetra,Land of Eternity,21,22524,,,,70.3,,,,,,,,,,,,,,136.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.4,,,,Land of Eternity,,,,,,,,,,,,,142.0,,,,,,491.5,,,,,Land of Eternity,,,,,,,,,,,,,,,,,,,,,60.5,,,,,,441.8,,,,,Land of Eternity,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Yugakshetra,Eastern Flower Garden,21,6218,,,,,,,,,,,,,,,,,,106.8,,,,,,,,,,,,,,,,,,,,,,,,,110.1,,,,,,,,,,,Eastern Flower Garden,,,,,,,,,,,,,52.0,,,,,,,,,,,Eastern Flower Garden,,,,,,,,,,,,,,,,,,,,,59.4,,,,,,,,,,,Eastern Flower Garden,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Zone,Quest,AP,Sample,Bronze Material,,,,,,,,,,,,,Silver Material,,,,,,,,,,,,,,,,,,,,,,Gold Material,,,,,,,,,,,,,,,,,,Quest,Gem,,,,,,,,Magic Gem,,,,,,,,Secret Gem,,,,,,,Quest,Piece,,,,,,,,Monument,,,,,,,,Blaze,,,,,,,,Hellfire,,,,,,,Quest,Bond/ AP,EXP/AP,QP/AP,Portrait,,Lunchtime,,,Portrait + Lunchtime,,,Teatime,,,Portrait + Teatime,,,Lunch + Teatime,,,3 Different CEs,,,,Highest Bond/AP,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,non-MLB,1,2,1 Portrait                1 Lunch,2 Portrait                 1 Lunch,1 Portrait                 2 Lunch,Support,Self,2 Tea,1 Portrait                1 Tea,2 Portrait                1 Tea,1 Portrait                2 Tea,1 Lunch                Supp-Tea,2 Lunch                Self-Tea,1 Lunch                2 Tea,1 Portrait                Lunch-Tea,2 Portrait                Lunch-Tea,1 Portrait                2 Lun-Tea,1 Portrait                Lun-2 Tea,Max,Pattern
Atlantis,Sailing Point,21,60670,,,,,,,,,,,,,,,,,,,,,,,,82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,178.3,,,Sailing Point,58.0,,,,,,,,,,,,,,,,,,,517.5,,,,Sailing Point,,,,,,,,,,,,,,,,,234.4,,,,,,,,,,,392.1,,,,Sailing Point,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Atlantis,Hestia Island,21,4184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,,,,,,,,,,176.4,,,,,,,Hestia Island,,,,,,,,,,,,,,105.8,105.4,,,551.7,,,,,,Hestia Island,,,,,,,,,,,,,,,,,,,,,,106.2,,,,609.7,,,,,,Hestia Island,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Atlantis,Hecate Island,21,7755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.6,,,,,104.0,,,,,,,,,,,,,,,,,,Hecate Island,,,,,,,,,,,,,,,44.6,,,,,,,,,Hecate Island,,,,,,,,,,,,,,,,,,,,,,,200.6,,,,,,,,,Hecate Island,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Atlantis,Deimos Island,21,10456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.8,,,,,,,,,,,,,175.5,,,,,,,,,,Deimos Island,,,,,,,,,59.7,,,,,,,,,,,,362.0,,,Deimos Island,,,,,,,,,,,,,,,,,59.7,,,,,,,,,,,,217.2,,,Deimos Island,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Atlantis,Astraea Island,21,40811,,,,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,106.4,,,,,,,,209.0,,,,,,,,,,,,,,,Astraea Island,,,,,,,,,69.9,,,,,,,,650.9,,,,,,,Astraea Island,,,,,,,,,,,,,,,,,71.4,,,,,,,,319.4,,,,,,,Astraea Island,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Atlantis,Thetis Island,21,1773,,,,,,,,,,,,,,,,,85.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.3,,,,,,Thetis Island,,,,,,,,,,,162.6,,45.9,,,,,,,,,,,Thetis Island,,,,,,,,,,,,,,,,,,,247.1,,55.3,,,,,,,,,,,Thetis Island,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Atlantis,Eris Island,21,4211,,,,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,105.5,,,,,,,,,,,,,,,,,135.8,,,,,,Eris Island,,,,,,,,,,,256.2,,,,75.6,,,,,,,,,Eris Island,,,,,,,,,,,,,,,,,,100.8,336.0,,,,422.7,,,,,,,,,Eris Island,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Atlantis,Nemesis Island,21,97416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.7,,,,,,,,,,,,,,,,,,,,174.3,,,Nemesis Island,,,,,,,,,,,,,,,60.1,,,,,527.9,,,,Nemesis Island,,,,,,,,,,,,,,,,,,,,,,,198.1,,,,,370.6,,,,Nemesis Island,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Atlantis,Thanatos Island,21,4841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,Thanatos Island,,,,,,,,,151.1,,,,,150.2,141.5,,,,,,,,,Thanatos Island,,,,,,,,,,,,,,,,,138.0,,,,,154.0,342.8,,,,,,,,,Thanatos Island,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Olympus,Gliding Point,21,24909,,,,,,,,,,,,,,,,,83.0,,,,,,,,,,,,,,,,,,,102.9,,,,,,,,,,,,,,,,,,Gliding Point,,,,,,,,,,,,,38.3,,276.4,,,,,,,,,Gliding Point,,,,,,,,,,,,,,,,,,,,,55.8,,441.0,,,,,,,,,Gliding Point,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Olympus,Interstellar City: West,21,31584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.8,,,,105.5,,Interstellar City: West,,,,,,,,,,,65.6,,,,,,,,,,,,,Interstellar City: West,,,,,,,,,,,,,,,,,,,108.2,,,,,,,,,,,,,Interstellar City: West,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Olympus,Interstellar City: South,21,70078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.1,,,,,,,,,,,,,,,,,,,,104.4,,Interstellar City: South,,,,,,,,,,,135.0,,,62.5,,,,,,,,,,Interstellar City: South,,,,,,,,,,,,,,,,,,,211.0,,,64.5,,,,,,,,,,Interstellar City: South,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Olympus,Interstellar City: East,21,9631,,,,,,,,,,,,,,,,81.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.7,,Interstellar City: East,,,,,,,88.5,,,,135.6,,,,,,,,,,,,364.9,Interstellar City: East,,,,,,,,,,,,,,,,,,,196.7,,,,199.9,,,,,,,,,Interstellar City: East,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Olympus,Grand Workshop,21,6743,,,,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.3,,,,,,,,,,,,,,,215.2,,,,,,,Grand Workshop,,,,,,,,,,,,,,67.2,,,,532.6,,,,,,Grand Workshop,,,,,,,,,,,,,,,,,106.3,,,,,73.4,,,,549.1,,,,,,Grand Workshop,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Olympus,God Slayers League Base,21,3652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.9,,,,,,,,,,,,,,,,106.8,,,,,,God Slayers League Base,,,,,,,,,,,281.8,,,60.4,,,,,,,,,,God Slayers League Base,,,,,,,,,,,,,,,,,,,340.1,,,61.3,,,,,,,,,,God Slayers League Base,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Olympus,Alter District,21,4599,,,,,,,,,,,,,,,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.5,,Alter District,,,,,,,,,,,169.0,,42.0,,,,,,,,,,,Alter District,,,,,,,,,,,,,,,,,,,216.7,,58.9,,,,,,,,,,,Alter District,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Olympus,Aerial Garden,21,40460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.4,,,,,,,,,,,,,,,,,,,173.8,,,Aerial Garden,,,,,,,,,,,,,,62.0,,,,,,512.9,,,,Aerial Garden,,,,,,,,,,,,,,,,,,,,,,58.2,,,,,,381.9,,,,Aerial Garden,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Olympus,Machine God's Cloister,21,3329,,,,,,,,,,,,,,,,,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.1,,,Machine God's Cloister,,,,,,,,,,,,,37.9,,,,,,,471.2,,,,Machine God's Cloister,,,,,,,,,,,,,,,,,,,,,62.3,,,,,,,392.9,,,,Machine God's Cloister,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
